,ID_ INCIDENCIA,TEMP_F1,ESTADO_TEMP,FECHA_INSPECCION,TAG_EQUIPO,DESCRIPCION_COMPONENTE,RUTA_INSP,LADO_POLIN
1442,05d88f9d,24.0,NORMAL,14/07/2025,531-26-1154,POLÍN ANGULAR SUPERIOR,R009,LADO ACCIONAMIENTO
1443,619f3cac,10.0,NORMAL,14/07/2025,531-26-1022,POLÍN COLA,R001,LADO ACCIONAMIENTO
1444,b64f9fea,21.0,NORMAL,14/07/2025,531-26-1154,POLÍN ANGULAR INFERIOR,R009,LADO ACCIONAMIENTO
1445,2f673c7bas,19.0,NORMAL,14/07/2025,531-26-1022,POLÍN COLA,R001,LADO LIBRE
1446,b9b5aea9,25.0,NORMAL,14/07/2025,531-26-2154,POLÍN ANGULAR INFERIOR,R009,LADO LIBRE
1447,87fe38a8,12.0,NORMAL,14/07/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1448,6f67d2fa,12.0,NORMAL,14/07/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO LIBRE
1449,b45fdbc2,16.0,NORMAL,14/07/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1450,7f46ca0d,36.0,ENFRIAR,14/07/2025,531-26-1022,REDUCTOR,R001,LADO ACCIONAMIENTO
1451,f60bdc4b,18.0,NORMAL,14/07/2025,531-26-2154,POLÍN ANGULAR SUPERIOR,R009,LADO LIBRE
1452,c0ed465c,12.0,NORMAL,14/07/2025,531-26-1041,POLÍN COLA,R001,LADO ACCIONAMIENTO
1453,8d882afa,12.0,NORMAL,14/07/2025,531-26-1041,POLÍN COLA,R001,LADO LIBRE
1454,585a9cf8,27.0,NORMAL,14/07/2025,531-26-2154,POLÍN MOTRIZ,R009,LADO ACCIONAMIENTO
1455,a532701c,35.0,ENFRIAR,14/07/2025,531-26-2154,REDUCTOR,R009,LADO ACCIONAMIENTO
1456,0dd8b158,20.0,NORMAL,14/07/2025,531-26-2154,POLÍN ENVOLVENTE,R009,LADO ACCIONAMIENTO
1457,9a5ecf7d,21.0,NORMAL,14/07/2025,531-26-2154,POLÍN ENVOLVENTE,R009,LADO LIBRE
1458,79685286,30.0,ENFRIAR,14/07/2025,531-26-2154,POLÍN MOTRIZ,R009,LADO LIBRE
1459,9c214adc,39.0,ENFRIAR,14/07/2025,531-26-1154,POLÍN MOTRIZ,R009,LADO ACCIONAMIENTO
1460,cc393d14,51.0,NORMAL,14/07/2025,531-26-1154,REDUCTOR,R009,LADO ACCIONAMIENTO
1461,f24136d5,35.0,ENFRIAR,14/07/2025,531-26-1154,POLÍN MOTRIZ,R009,LADO LIBRE
1462,90ce8204,25.0,NORMAL,14/07/2025,531-26-1154,POLÍN ENVOLVENTE,R009,LADO LIBRE
1463,65a59781,23.0,NORMAL,14/07/2025,531-26-1154,POLÍN ENVOLVENTE,R009,LADO ACCIONAMIENTO
1464,c6eea189,18.0,NORMAL,14/07/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO LIBRE
1465,31e4c040,22.0,NORMAL,14/07/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1466,7ffd3a34,18.0,NORMAL,14/07/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO LIBRE
1467,003757a8,23.0,NORMAL,14/07/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1468,adfa366b,53.0,ENFRIAR,14/07/2025,531-26-1041,REDUCTOR,R001,LADO ACCIONAMIENTO
1469,be59a8b1,55.0,ENFRIAR,14/07/2025,531-26-1041,REDUCTOR,R001,LADO ACCIONAMIENTO
1470,afd8e660,15.0,NORMAL,14/07/2025,531-26-1042,POLÍN COLA,R001,LADO LIBRE
1471,19a574fe,20.0,NORMAL,14/07/2025,531-26-1042,POLÍN COLA,R001,LADO ACCIONAMIENTO
1472,71a0b7fe,17.0,NORMAL,14/07/2025,531-26-1042,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1473,48ff1035,14.0,NORMAL,14/07/2025,531-26-1042,POLÍN MOTRIZ,R001,LADO LIBRE
1474,2ee0f982,14.0,NORMAL,14/07/2025,531-26-1042,REDUCTOR,R001,LADO ACCIONAMIENTO
1475,bb4c2557,11.0,NORMAL,14/07/2025,531-26-1049,POLÍN COLA,R001,LADO LIBRE
1476,b8dd6075,10.0,NORMAL,14/07/2025,531-26-1049,POLÍN COLA,R001,LADO ACCIONAMIENTO
1477,0cd17df7,16.0,NORMAL,14/07/2025,531-26-1049,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1478,49b67af0,25.0,NORMAL,14/07/2025,531-26-1049,POLÍN MOTRIZ,R001,LADO LIBRE
1479,4ba8ebb9,23.0,NORMAL,14/07/2025,531-26-1049,POLÍN MOTRIZ,R001,LADO LIBRE
1480,80080ddf,25.0,NORMAL,14/07/2025,531-26-1049,REDUCTOR,R001,LADO ACCIONAMIENTO
1481,79179c7e,16.0,NORMAL,14/07/2025,531-26-2041,POLÍN COLA,R002,LADO ACCIONAMIENTO
1482,bf6f109a,20.0,NORMAL,14/07/2025,531-26-2041,POLÍN COLA,R002,LADO LIBRE
1483,1481c124,16.0,NORMAL,14/07/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
1484,82bb932c,43.0,ENFRIAR,14/07/2025,531-26-2041,REDUCTOR,R002,LADO ACCIONAMIENTO
1485,262941c0,29.0,ENFRIAR,14/07/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO LIBRE
1486,2fa45eac,18.0,NORMAL,14/07/2025,531-26-5001,POLÍN COLA,R001,LADO ACCIONAMIENTO
1487,3b330f9d,20.0,NORMAL,14/07/2025,531-26-5001,POLÍN COLA,R001,LADO LIBRE
1488,5dc41a00,22.0,NORMAL,14/07/2025,531-26-2022,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
1489,607ff2ad,22.0,NORMAL,14/07/2025,531-26-1100,POLÍN COLA,R004,LADO LIBRE
1490,a7a5c23dH,17.0,NORMAL,27/06/2025,531-26-1101,POLÍN COLA,R004,LADO ACCIONAMIENTO
1491,ae414244,29.0,ENFRIAR,14/07/2025,531-26-2100,POLÍN COLA,R004,LADO LIBRE
1492,d2b19445F,22.0,NORMAL,27/06/2025,531-26-2101,POLÍN COLA,R004,LADO ACCIONAMIENTO
1493,d4dbd77b,21.0,NORMAL,14/07/2025,531-26-1100,POLÍN ANGULAR INFERIOR,R004,LADO LIBRE
1494,52995087,20.0,NORMAL,14/07/2025,531-26-1100,POLÍN ANGULAR SUPERIOR,R004,LADO LIBRE
1495,471ac57c,13.0,NORMAL,14/07/2025,531-26-2100,POLÍN ANGULAR SUPERIOR,R004,LADO LIBRE
1496,9f74f0e5,18.0,NORMAL,14/07/2025,531-26-2100,POLÍN ANGULAR INFERIOR,R004,LADO LIBRE
1497,b9c13217,22.0,NORMAL,14/07/2025,531-26-2100,POLÍN MOTRIZ,R004,LADO LIBRE
1498,0ba9ff5e,32.0,ENFRIAR,14/07/2025,531-26-2100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1499,a62cf682,60.0,REQUIERE CAMBIO,14/07/2025,531-26-2100,REDUCTOR,R004,LADO ACCIONAMIENTO
1500,356c25ef,19.0,NORMAL,14/07/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO LIBRE
1501,78272c8c,32.0,ENFRIAR,14/07/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1502,3c706ef9,62.0,REQUIERE CAMBIO,14/07/2025,531-26-1100,REDUCTOR,R004,LADO ACCIONAMIENTO
1503,b55e31f2,14.0,NORMAL,14/07/2025,531-26-1101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1504,b55e31f2c,14.0,NORMAL,24/07/2025,531-26-1101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1505,b94ae36e,47.0,ENFRIAR,14/07/2025,531-26-1101,REDUCTOR,R004,
1506,55414db6,19.0,NORMAL,07/07/2025,531-26-2100,POLÍN COLA,R004,LADO ACCIONAMIENTO
1507,5d84a63b,35.0,ENFRIAR,24/07/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
1508,f7570425,18.0,NORMAL,07/07/2025,531-26-2101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1509,f7570425copy,18.0,NORMAL,24/07/2025,531-26-2101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1510,008fb4b8,37.0,ENFRIAR,07/07/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
1511,946e50c1,14.0,NORMAL,14/07/2025,531-26-2101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
1512,ce9bc6ab,30.0,ENFRIAR,14/07/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
1513,ce9bc6abcopy,30.0,ENFRIAR,24/07/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
1514,6992362f,17.0,NORMAL,15/07/2025,531-26-5100,POLÍN COLA,R006,LADO ACCIONAMIENTO
1515,f0e76314,16.0,NORMAL,15/07/2025,531-26-5100,POLÍN COLA,R006,LADO LIBRE
1516,5e33a5fa,19.0,NORMAL,15/07/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO LIBRE
1517,3338c91a,15.0,NORMAL,15/07/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
1518,9c4aae23,35.0,ENFRIAR,15/07/2025,531-26-1157,REDUCTOR,R007,LADO ACCIONAMIENTO
1519,bcb81d3c,16.0,NORMAL,15/07/2025,531-26-5102,POLÍN MOTRIZ,R006,LADO LIBRE
1520,57d2458f,19.0,NORMAL,15/07/2025,531-26-5102,POLÍN MOTRIZ,R006,LADO ACCIONAMIENTO
1521,d706a54f,33.0,ENFRIAR,15/07/2025,531-26-5102,REDUCTOR,R006,LADO ACCIONAMIENTO
1522,24a063ab,15.0,NORMAL,15/07/2025,531-26-1157,POLÍN DE CARGA,R007,LADO ACCIONAMIENTO
1523,723e5c28,12.0,NORMAL,15/07/2025,531-26-1162,POLÍN COLA,R007,LADO LIBRE
1524,2d6a5f83,11.0,NORMAL,15/07/2025,531-26-1162,POLÍN COLA,R007,LADO ACCIONAMIENTO
1525,8cc9c033,10.0,NORMAL,15/07/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO LIBRE
1526,cfd2576e,23.0,NORMAL,15/07/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
1527,f83c6ad3,35.0,ENFRIAR,15/07/2025,531-26-1162,REDUCTOR,R007,LADO ACCIONAMIENTO
1528,dc82d04c,13.0,NORMAL,15/07/2025,531-26-5103,POLÍN COLA,R006,LADO LIBRE
1529,67e8ef47,14.0,NORMAL,15/07/2025,531-26-5103,POLÍN COLA,R006,LADO ACCIONAMIENTO
1530,f8ae2df4,9.0,NORMAL,15/07/2025,531-26-1164,POLÍN COLA,R007,LADO ACCIONAMIENTO
1531,285ff5ed,23.0,NORMAL,02/07/2025,531-26-1164,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
1532,95f2ae79c,32.0,ENFRIAR,02/07/2025,531-26-1164,REDUCTOR,R007,LADO ACCIONAMIENTO
1533,95f2ae79,32.0,ENFRIAR,15/07/2025,531-26-1164,REDUCTOR,R007,LADO ACCIONAMIENTO
1534,84ee425f,17.0,NORMAL,15/07/2025,531-26-1163,POLÍN COLA,R007,LADO ACCIONAMIENTO
1535,0b55c2c0,35.0,ENFRIAR,15/07/2025,531-26-1163,REDUCTOR,R007,LADO ACCIONAMIENTO
1536,cf3e68e0,23.0,NORMAL,15/07/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO LIBRE
1537,ccdca264,20.0,NORMAL,15/07/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
1538,31eb0673,12.0,NORMAL,15/07/2025,531-26-5103,POLÍN ANGULAR INFERIOR,R006,LADO LIBRE
1539,447ac985,13.0,NORMAL,15/07/2025,531-26-5103,POLÍN ANGULAR SUPERIOR,R006,LADO LIBRE
1540,7dfbbff2,13.0,NORMAL,15/07/2025,531-26-5103,POLÍN ENVOLVENTE,R006,LADO LIBRE
1541,b2d72473,15.0,NORMAL,15/07/2025,531-26-5103,POLÍN MOTRIZ,R006,LADO LIBRE
1542,33bb35e1,28.0,ENFRIAR,15/07/2025,531-26-5103,POLÍN MOTRIZ,R006,LADO ACCIONAMIENTO
1543,faba08ff,53.0,ENFRIAR,15/07/2025,531-26-5103,REDUCTOR,R006,LADO ACCIONAMIENTO
1544,aa73d436,21.0,NORMAL,15/07/2025,531-26-5103,POLÍN ENVOLVENTE,R006,LADO ACCIONAMIENTO
1545,d6803abe,17.0,NORMAL,15/07/2025,531-26-5100,POLÍN MOTRIZ,R006,LADO ACCIONAMIENTO
1546,026fe9b7,31.0,ENFRIAR,15/07/2025,531-26-5100,REDUCTOR,R006,LADO ACCIONAMIENTO
1547,dc4efd11,15.0,NORMAL,15/07/2025,531-26-5100,POLÍN MOTRIZ,R006,LADO LIBRE
1548,28514d34,15.0,NORMAL,15/07/2025,531-26-5100,POLÍN COLA,R006,LADO ACCIONAMIENTO
1549,5265339e,16.0,NORMAL,15/07/2025,531-26-5100,POLÍN COLA,R006,LADO LIBRE
1550,b6a10bb4,24.0,NORMAL,15/07/2025,531-26-6009,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1551,bcbc774d,30.0,ENFRIAR,15/07/2025,531-26-6009,REDUCTOR,R003,LADO ACCIONAMIENTO
1552,bcbc774dcopy,30.0,ENFRIAR,23/07/2025,531-26-6009,REDUCTOR,R003,LADO ACCIONAMIENTO
1553,ee15709b,14.0,NORMAL,15/07/2025,531-26-6009,POLÍN MOTRIZ,R003,LADO LIBRE
1554,92c33cdf,12.0,NORMAL,15/07/2025,531-26-3006,POLÍN COLA,R003,LADO LIBRE
1555,cd29da44,11.0,NORMAL,15/07/2025,531-26-3006,POLÍN COLA,R003,LADO ACCIONAMIENTO
1556,3f8167fd,13.0,NORMAL,15/07/2025,531-26-3006,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1557,55f0899b,20.0,NORMAL,15/07/2025,531-26-3006,REDUCTOR,R003,
1558,0385663b,23.0,NORMAL,15/07/2025,531-26-3006,POLÍN MOTRIZ,R003,LADO LIBRE
1559,d18a47fc,34.0,ENFRIAR,15/07/2025,531-26-3006,REDUCTOR,R003,LADO LIBRE
1560,67f8e602,29.0,ENFRIAR,15/07/2025,531-26-3011,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1561,17c5dbf1,40.0,ENFRIAR,15/07/2025,531-26-3011,REDUCTOR,R003,LADO ACCIONAMIENTO
1562,5f7f3f97,14.0,NORMAL,15/07/2025,531-26-6009,POLÍN COLA,R003,LADO LIBRE
1563,b823a5a3e,14.0,NORMAL,18/08/2025,531-26-6009,POLÍN COLA,R003,LADO ACCIONAMIENTO
1564,8b511fe7,12.0,NORMAL,15/07/2025,531-26-6009,POLÍN COLA,R003,LADO ACCIONAMIENTO
1565,c3fc6378,12.0,NORMAL,15/07/2025,531-26-6002,POLÍN COLA,R003,LADO LIBRE
1566,392f1443,15.0,NORMAL,15/07/2025,531-26-6002,POLÍN MOTRIZ,R003,LADO LIBRE
1567,392f1443copy,15.0,NORMAL,23/07/2025,531-26-6002,POLÍN MOTRIZ,R003,LADO LIBRE
1568,01b364b5,12.0,NORMAL,15/07/2025,531-26-6002,POLÍN COLA,R003,LADO ACCIONAMIENTO
1569,345e0a3b,16.0,NORMAL,15/07/2025,531-26-6002,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1570,13050d21,23.0,NORMAL,15/07/2025,531-26-6002,REDUCTOR,R003,LADO ACCIONAMIENTO
1571,407f8b67,16.0,NORMAL,15/07/2025,531-26-3050,POLÍN COLA,R003,LADO LIBRE
1572,2ce84466,15.0,NORMAL,15/07/2025,531-26-3050,POLÍN COLA,R003,LADO ACCIONAMIENTO
1573,074dccf6,63.0,REQUIERE CAMBIO,15/07/2025,531-26-3050,REDUCTOR,R003,LADO ACCIONAMIENTO
1574,fa48729b,22.0,NORMAL,15/07/2025,531-26-3050,POLÍN MOTRIZ,R003,LADO LIBRE
1575,cb528f60,14.0,NORMAL,15/07/2025,531-26-6011,POLÍN COLA,R003,LADO LIBRE
1576,b8e5c533,17.0,NORMAL,15/07/2025,531-26-6011,POLÍN COLA,R003,LADO ACCIONAMIENTO
1577,93741db7,25.0,NORMAL,15/07/2025,531-26-3045,POLÍN COLA,R003,LADO LIBRE
1578,c53b0fa1,26.0,NORMAL,15/07/2025,531-26-3051,POLÍN MOTRIZ,R003,LADO LIBRE
1579,b268a36f,22.0,NORMAL,15/07/2025,531-26-3045,POLÍN COLA,R003,LADO ACCIONAMIENTO
1580,8aedc74b,62.0,REQUIERE CAMBIO,15/07/2025,531-26-3051,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1581,53b5fecb,43.0,ENFRIAR,15/07/2025,531-26-3051,REDUCTOR,R003,LADO ACCIONAMIENTO
1582,81825d99a,15.0,NORMAL,04/06/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
1583,97b1784fs,32.0,ENFRIAR,16/06/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
1584,06d16ec6d,15.0,NORMAL,24/06/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
1585,6a6955ddf,25.0,NORMAL,08/07/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
1586,81825d99,15.0,NORMAL,15/07/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
1587,c5a4f05ed,25.0,NORMAL,04/06/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
1588,afe8be14f,22.0,NORMAL,16/06/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
1589,38b31bb4g,19.0,NORMAL,24/06/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
1590,e4995d0bh,18.0,NORMAL,08/07/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
1591,c5a4f05e,25.0,NORMAL,15/07/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
1592,5d357e81,16.0,NORMAL,15/07/2025,531-26-3045,POLÍN ANGULAR SUPERIOR,R003,LADO LIBRE
1593,308d3a1a,10.0,NORMAL,15/07/2025,531-26-3045,POLÍN ANGULAR INFERIOR,R003,LADO LIBRE
1594,7101841f,17.0,NORMAL,15/07/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO LIBRE
1595,7101841fcopy,17.0,NORMAL,23/07/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO LIBRE
1596,ee0a7c29,18.0,NORMAL,15/07/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1597,ee0a7c29COPY,18.0,NORMAL,23/07/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1598,31cde4ad,47.0,ENFRIAR,15/07/2025,531-26-3045,REDUCTOR,R003,LADO ACCIONAMIENTO
1599,31cde4adcopy,47.0,ENFRIAR,23/07/2025,531-26-3045,REDUCTOR,R003,LADO ACCIONAMIENTO
1600,c3c20980copy,10.0,NORMAL,08/07/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO LIBRE
1601,c3c20980,10.0,NORMAL,15/07/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO LIBRE
1602,c3c20980copy2,10.0,NORMAL,23/07/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO LIBRE
1603,9531d1ef,38.0,ENFRIAR,15/07/2025,531-26-6011,REDUCTOR,R003,LADO ACCIONAMIENTO
1604,9531d1efcopy,38.0,ENFRIAR,23/07/2025,531-26-6011,REDUCTOR,R003,LADO ACCIONAMIENTO
1605,53555a1c,14.0,NORMAL,23/07/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
1606,ca9d8f29,38.0,ENFRIAR,14/07/2025,531-26-2022,REDUCTOR,R002,LADO ACCIONAMIENTO
1607,f79d705d,15.0,NORMAL,14/07/2025,531-26-2022,POLÍN COLA,R002,LADO LIBRE
1608,a5591c6f,17.0,NORMAL,14/07/2025,531-26-2022,POLÍN MOTRIZ,R002,LADO LIBRE
1609,dac116af,15.0,NORMAL,14/07/2025,531-26-2022,POLÍN COLA,R002,LADO ACCIONAMIENTO
1610,58927f75,10.0,NORMAL,18/07/2025,531-26-2120,POLÍN MOTRIZ,R005,LADO LIBRE
1611,f30b0f98,18.0,NORMAL,18/07/2025,531-26-2120,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1612,f5247877,27.0,NORMAL,18/07/2025,531-26-2120,REDUCTOR,R005,LADO ACCIONAMIENTO
1613,349885fe,10.0,NORMAL,18/07/2025,531-26-2120,POLÍN COLA,R005,
1614,a9575531,10.0,NORMAL,18/07/2025,531-26-2120,POLÍN COLA,R005,LADO ACCIONAMIENTO
1615,a50913bbc,10.0,NORMAL,07/07/2025,531-26-2121,POLÍN COLA,R005,LADO ACCIONAMIENTO
1616,a50913bb,10.0,NORMAL,18/07/2025,531-26-2121,POLÍN COLA,R005,LADO ACCIONAMIENTO
1617,2eeb779a,10.0,NORMAL,18/07/2025,531-26-2121,POLÍN COLA,R005,LADO LIBRE
1618,f5edcc6c,22.0,NORMAL,14/07/2025,531-26-5001,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1619,c3cf3b1a,30.0,ENFRIAR,14/07/2025,531-26-5001,POLÍN MOTRIZ,R001,LADO LIBRE
1620,2d8c27ff,49.0,ENFRIAR,14/07/2025,531-26-5001,REDUCTOR,R001,LADO ACCIONAMIENTO
1621,993e2d9e,37.0,ENFRIAR,14/07/2025,531-26-5001,REDUCTOR,R001,LADO ACCIONAMIENTO
1622,a1fa1743,37.0,ENFRIAR,14/07/2025,531-26-5001,REDUCTOR,R001,LADO ACCIONAMIENTO
1623,2f673c7b,19.0,NORMAL,18/07/2025,531-26-1022,POLÍN COLA,R001,LADO LIBRE
1624,ba0c0b30,8.0,NORMAL,18/07/2025,531-26-1022,POLÍN COLA,R001,LADO ACCIONAMIENTO
1625,1caf9d85,16.0,NORMAL,18/07/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO LIBRE
1626,d8b27b80,11.0,NORMAL,18/07/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1627,93933bab,35.0,ENFRIAR,18/07/2025,531-26-1022,REDUCTOR,R001,LADO ACCIONAMIENTO
1628,03c7d986,16.0,NORMAL,18/07/2025,531-26-2121,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1629,55037c67,28.0,ENFRIAR,18/07/2025,531-26-2121,REDUCTOR,R005,LADO ACCIONAMIENTO
1630,b150209d,10.0,NORMAL,18/07/2025,531-26-2121,POLÍN MOTRIZ,R005,LADO LIBRE
1631,4edf544c,15.0,NORMAL,18/07/2025,531-26-1041,POLÍN COLA,R001,LADO ACCIONAMIENTO
1632,77dc3e0a,10.0,NORMAL,18/07/2025,531-26-1041,POLÍN COLA,R001,LADO LIBRE
1633,fea66b99,19.0,NORMAL,18/07/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
1634,6e03d730,12.0,NORMAL,18/07/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO LIBRE
1635,6f618f55,52.0,ENFRIAR,18/07/2025,531-26-1041,REDUCTOR,R001,LADO ACCIONAMIENTO
1636,077639c8f,22.0,NORMAL,18/07/2025,531-26-1042,POLÍN COLA,R001,LADO LIBRE
1637,1a9b9595x,43.0,ENFRIAR,18/07/2025,531-26-1042,POLÍN COLA,R001,LADO ACCIONAMIENTO
1638,4813916dn,10.0,NORMAL,18/07/2025,531-26-1042,POLÍN MOTRIZ,R001,LADO LIBRE
1639,b79364a6c,13.0,NORMAL,07/07/2025,531-26-1120,POLÍN MOTRIZ,R005,LADO LIBRE
1640,b79364a6,13.0,NORMAL,18/07/2025,531-26-1120,POLÍN MOTRIZ,R005,LADO LIBRE
1641,c7336908c,23.0,NORMAL,07/07/2025,531-26-1120,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1642,c7336908,23.0,NORMAL,18/07/2025,531-26-1120,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1643,e3bc64e2,36.0,ENFRIAR,18/07/2025,531-26-1120,REDUCTOR,R005,LADO ACCIONAMIENTO
1644,09e6d8b1c,14.0,NORMAL,07/07/2025,531-26-1120,POLÍN COLA,R005,LADO LIBRE
1645,09e6d8b1,14.0,NORMAL,18/07/2025,531-26-1120,POLÍN COLA,R005,LADO LIBRE
1646,2021a84fc,14.0,NORMAL,07/07/2025,531-26-1120,POLÍN COLA,R005,LADO ACCIONAMIENTO
1647,2021a84f,14.0,NORMAL,18/07/2025,531-26-1120,POLÍN COLA,R005,LADO ACCIONAMIENTO
1648,bee9318fc,14.0,NORMAL,01/07/2025,531-26-1121,POLÍN COLA,R005,LADO ACCIONAMIENTO
1649,bee9318f,14.0,NORMAL,07/07/2025,531-26-1121,POLÍN COLA,R005,LADO ACCIONAMIENTO
1650,bee9318fv,14.0,NORMAL,18/07/2025,531-26-1121,POLÍN COLA,R005,LADO ACCIONAMIENTO
1651,de08de74c,14.0,NORMAL,07/07/2025,531-26-1121,POLÍN COLA,R005,LADO LIBRE
1652,de08de74,14.0,NORMAL,18/07/2025,531-26-1121,POLÍN COLA,R005,LADO LIBRE
1653,ed9af8d9,24.0,NORMAL,18/07/2025,531-26-1121,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1654,43264c4d,17.0,NORMAL,18/07/2025,531-26-1121,POLÍN MOTRIZ,R005,LADO LIBRE
1655,0439b74dc,37.0,ENFRIAR,07/07/2025,531-26-1121,REDUCTOR,R005,LADO ACCIONAMIENTO
1656,0439b74d,37.0,ENFRIAR,18/07/2025,531-26-1121,REDUCTOR,R005,LADO ACCIONAMIENTO
1657,8d992560,21.0,NORMAL,18/07/2025,531-26-1124,POLÍN COLA,R005,LADO LIBRE
1658,8d992560c,21.0,NORMAL,07/07/2025,531-26-1124,POLÍN COLA,R005,LADO LIBRE
1659,b05869c8,19.0,NORMAL,07/07/2025,531-26-1124,POLÍN COLA,R005,LADO ACCIONAMIENTO
1660,b05869c8c,19.0,NORMAL,18/07/2025,531-26-1124,POLÍN COLA,R005,LADO ACCIONAMIENTO
1661,e1399023,18.0,NORMAL,18/07/2025,531-26-2124,POLÍN COLA,R005,LADO LIBRE
1662,89e2ec37,18.0,NORMAL,18/07/2025,531-26-2124,POLÍN COLA,R005,LADO ACCIONAMIENTO
1663,633d9560,27.0,NORMAL,18/07/2025,531-26-2124,POLÍN MOTRIZ,R005,LADO LIBRE
1664,fe06304cc,41.0,ENFRIAR,07/07/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO LIBRE
1665,fe06304c,41.0,ENFRIAR,18/07/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO LIBRE
1666,644a98c4,26.0,NORMAL,18/07/2025,531-26-2124,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1667,a66dc741,60.0,REQUIERE CAMBIO,18/07/2025,531-26-2124,REDUCTOR,R005,LADO ACCIONAMIENTO
1668,48c8181dc,41.0,ENFRIAR,07/07/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1669,48c8181d,41.0,ENFRIAR,18/07/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
1670,23ce125dc,49.0,ENFRIAR,07/07/2025,531-26-1124,REDUCTOR,R005,LADO ACCIONAMIENTO
