ID_ INCIDENCIA,ID_COMPONENTE,RODAMIENTO_TERMOGRAFIA,FOTO_1,URL_F1_POL,URL_APP_F1,NUMERO_POLIN,LADO_POLIN,NIVEL_DAÑO,DESCRIPCION_INCIDENCIA,TEMP_F1,ESTADO_TEMP,FOTO2_INC_CHUTE,NIVEL_DAÑO_CHUTE,POSICION_POLIN_CARGA,NUMERO_CHUTE,DESCRIPCION_INC_CHUTE,DESCRIPCION_INC_CONTRAPESO,DESCRIPCION_INC_RASPADORES,DESCRIPCION_INC_CORREA,DESCRIPCION_INC_POL_PRIN,FOTO6_INC_POL_PRIN,FOTO3_INC_CONTRA,FOTO4_INC_CINTA,FOTO5_INC_RASPADOR,FOTO45_INC_POLIN,FECHA_INSPECCION,TAG_EQUIPO,DESCRIPCION_COIMPONENTE,CONCATE_DESCRIP_TAG,RUTA_INSP,ESTADO_V2,ESTADO_INCIDENCIA
73acb76f,COMP00895,,5_3 INCIDENCIA_POLINES_Images/73acb76f.FOTO_1.143208.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/73acb76f.FOTO_1.143208.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/73acb76f.FOTO_1.143208.jpg,,LADO ACCIONAMIENTO,BAJO,,20.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-905,POLÍN MOTRIZ,531-26-905 POLÍN MOTRIZ,R008,NORMAL,
1791c0b2,COMP00896,,5_3 INCIDENCIA_POLINES_Images/1791c0b2.FOTO_1.143219.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/1791c0b2.FOTO_1.143219.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/1791c0b2.FOTO_1.143219.jpg,,LADO ACCIONAMIENTO,BAJO,,42.0,ENFRIAR,,,,,,,,,,,,,,,04/07/2025,531-26-905,REDUCTOR,531-26-905 REDUCTOR,R008,NORMAL,
cbecb224,COMP00973,,5_3 INCIDENCIA_POLINES_Images/cbecb224.FOTO_1.143329.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/cbecb224.FOTO_1.143329.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/cbecb224.FOTO_1.143329.jpg,,LADO ACCIONAMIENTO,BAJO,,10.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-914,POLÍN COLA,531-26-914 POLÍN COLA,R008,NORMAL,
a12142e8,COMP00990,,5_3 INCIDENCIA_POLINES_Images/a12142e8.FOTO_1.143419.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a12142e8.FOTO_1.143419.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a12142e8.FOTO_1.143419.jpg,,LADO ACCIONAMIENTO,BAJO,,18.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-915,POLÍN MOTRIZ,531-26-915 POLÍN MOTRIZ,R008,NORMAL,
c969e90a,COMP00991,,5_3 INCIDENCIA_POLINES_Images/c969e90a.FOTO_1.143444.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/c969e90a.FOTO_1.143444.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/c969e90a.FOTO_1.143444.jpg,,LADO ACCIONAMIENTO,BAJO,,36.0,ENFRIAR,,,,,,,,,,,,,,,04/07/2025,531-26-915,REDUCTOR,531-26-915 REDUCTOR,R008,NORMAL,
33225449,COMP00916,,5_3 INCIDENCIA_POLINES_Images/33225449.FOTO_1.143533.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/33225449.FOTO_1.143533.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/33225449.FOTO_1.143533.jpg,,LADO LIBRE,BAJO,,17.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-906,POLÍN COLA,531-26-906 POLÍN COLA,R008,NORMAL,
2fadbf3c,COMP00916,,5_3 INCIDENCIA_POLINES_Images/2fadbf3c.FOTO_1.141335.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/2fadbf3c.FOTO_1.141335.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/2fadbf3c.FOTO_1.141335.jpg,,LADO ACCIONAMIENTO,BAJO,,11.0,NORMAL,,,,,,,,,,,,,,,25/06/2025,531-26-906,POLÍN COLA,531-26-906 POLÍN COLA,R008,NORMAL,
807f6d2f,COMP00914,,5_3 INCIDENCIA_POLINES_Images/807f6d2f.FOTO_1.143615.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/807f6d2f.FOTO_1.143615.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/807f6d2f.FOTO_1.143615.jpg,,LADO ACCIONAMIENTO,BAJO,,17.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-906,POLÍN MOTRIZ,531-26-906 POLÍN MOTRIZ,R008,NORMAL,
5612edc1,COMP00915,,5_3 INCIDENCIA_POLINES_Images/5612edc1.FOTO_1.143638.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/5612edc1.FOTO_1.143638.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/5612edc1.FOTO_1.143638.jpg,,LADO ACCIONAMIENTO,BAJO,,32.0,ENFRIAR,,,,,,,,,,,,,,,04/07/2025,531-26-906,REDUCTOR,531-26-906 REDUCTOR,R008,NORMAL,
90187d67,COMP00990,,5_3 INCIDENCIA_POLINES_Images/90187d67.FOTO_1.143929.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/90187d67.FOTO_1.143929.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/90187d67.FOTO_1.143929.jpg,,LADO LIBRE,BAJO,,12.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-915,POLÍN MOTRIZ,531-26-915 POLÍN MOTRIZ,R008,NORMAL,
0d8b9962D,COMP00992,,5_3 INCIDENCIA_POLINES_Images/0d8b9962.FOTO_1.141021.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/0d8b9962.FOTO_1.141021.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/0d8b9962.FOTO_1.141021.jpg,,LADO LIBRE,BAJO,,14.0,NORMAL,,,,,,,,,,,,,,,25/06/2025,531-26-915,POLÍN COLA,531-26-915 POLÍN COLA,R008,NORMAL,
7755b756,COMP00992,,5_3 INCIDENCIA_POLINES_Images/7755b756.FOTO_1.145339.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/7755b756.FOTO_1.145339.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/7755b756.FOTO_1.145339.jpg,,LADO LIBRE,BAJO,,10.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-915,POLÍN COLA,531-26-915 POLÍN COLA,R008,NORMAL,
8699fa71,COMP00992,,5_3 INCIDENCIA_POLINES_Images/8699fa71.FOTO_1.145350.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/8699fa71.FOTO_1.145350.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/8699fa71.FOTO_1.145350.jpg,,LADO ACCIONAMIENTO,BAJO,,10.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-915,POLÍN COLA,531-26-915 POLÍN COLA,R008,NORMAL,
b995db93,COMP01011,,5_3 INCIDENCIA_POLINES_Images/b995db93.FOTO_1.152549.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/b995db93.FOTO_1.152549.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/b995db93.FOTO_1.152549.jpg,,LADO ACCIONAMIENTO,BAJO,,15.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-916,POLÍN COLA,531-26-916 POLÍN COLA,R008,NORMAL,
a2312059,COMP00933,,5_3 INCIDENCIA_POLINES_Images/a2312059.FOTO_1.154056.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a2312059.FOTO_1.154056.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a2312059.FOTO_1.154056.jpg,,LADO LIBRE,BAJO,,20.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-910,POLÍN MOTRIZ,531-26-910 POLÍN MOTRIZ,R008,NORMAL,
5388bd80,COMP00933,,5_3 INCIDENCIA_POLINES_Images/5388bd80.FOTO_1.154118.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/5388bd80.FOTO_1.154118.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/5388bd80.FOTO_1.154118.jpg,,LADO ACCIONAMIENTO,BAJO,,26.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-910,POLÍN MOTRIZ,531-26-910 POLÍN MOTRIZ,R008,NORMAL,
86f73c4b,COMP00934,,5_3 INCIDENCIA_POLINES_Images/86f73c4b.FOTO_1.154139.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/86f73c4b.FOTO_1.154139.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/86f73c4b.FOTO_1.154139.jpg,,LADO ACCIONAMIENTO,BAJO,,41.0,ENFRIAR,,,,,,,,,,,,,,,04/07/2025,531-26-910,REDUCTOR,531-26-910 REDUCTOR,R008,NORMAL,
3d685d78,COMP00935,,5_3 INCIDENCIA_POLINES_Images/3d685d78.FOTO_1.154546.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/3d685d78.FOTO_1.154546.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/3d685d78.FOTO_1.154546.jpg,,LADO LIBRE,BAJO,,15.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-910,POLÍN COLA,531-26-910 POLÍN COLA,R008,NORMAL,
7070a412CS,COMP00935,,5_3 INCIDENCIA_POLINES_Images/7070a412.FOTO_1.141857.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/7070a412.FOTO_1.141857.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/7070a412.FOTO_1.141857.jpg,,LADO ACCIONAMIENTO,BAJO,,16.0,NORMAL,,,,,,,,,,,,,,,19/06/2025,531-26-910,POLÍN COLA,531-26-910 POLÍN COLA,R008,NORMAL,
889146a4V,COMP00935,,5_3 INCIDENCIA_POLINES_Images/889146a4.FOTO_1.154012.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/889146a4.FOTO_1.154012.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/889146a4.FOTO_1.154012.jpg,,LADO ACCIONAMIENTO,BAJO,,20.0,NORMAL,,,,,,,,,,,,,,,25/06/2025,531-26-910,POLÍN COLA,531-26-910 POLÍN COLA,R008,NORMAL,
6b10e6ea,COMP00935,,5_3 INCIDENCIA_POLINES_Images/6b10e6ea.FOTO_1.154620.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/6b10e6ea.FOTO_1.154620.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/6b10e6ea.FOTO_1.154620.jpg,,LADO ACCIONAMIENTO,BAJO,,19.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-910,POLÍN COLA,531-26-910 POLÍN COLA,R008,NORMAL,
b462ca59,COMP01009,,5_3 INCIDENCIA_POLINES_Images/b462ca59.FOTO_1.160145.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/b462ca59.FOTO_1.160145.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/b462ca59.FOTO_1.160145.jpg,,LADO ACCIONAMIENTO,BAJO,,23.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-916,POLÍN MOTRIZ,531-26-916 POLÍN MOTRIZ,R008,NORMAL,
37a86243,COMP01010,,5_3 INCIDENCIA_POLINES_Images/37a86243.FOTO_1.160157.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/37a86243.FOTO_1.160157.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/37a86243.FOTO_1.160157.jpg,,LADO ACCIONAMIENTO,BAJO,,41.0,ENFRIAR,,,,,,,,,,,,,,,04/07/2025,531-26-916,REDUCTOR,531-26-916 REDUCTOR,R008,NORMAL,
31ccc13b,COMP01009,,5_3 INCIDENCIA_POLINES_Images/31ccc13b.FOTO_1.160210.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/31ccc13b.FOTO_1.160210.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/31ccc13b.FOTO_1.160210.jpg,,LADO LIBRE,BAJO,,26.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-916,POLÍN MOTRIZ,531-26-916 POLÍN MOTRIZ,R008,NORMAL,
426730c7,COMP00954,,5_3 INCIDENCIA_POLINES_Images/426730c7.FOTO_1.184740.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/426730c7.FOTO_1.184740.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/426730c7.FOTO_1.184740.jpg,,LADO LIBRE,BAJO,,19.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-911,POLÍN COLA,531-26-911 POLÍN COLA,R008,NORMAL,
e2ce941b,COMP00954,,5_3 INCIDENCIA_POLINES_Images/e2ce941b.FOTO_1.184803.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/e2ce941b.FOTO_1.184803.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/e2ce941b.FOTO_1.184803.jpg,,LADO ACCIONAMIENTO,BAJO,,19.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-911,POLÍN COLA,531-26-911 POLÍN COLA,R008,NORMAL,
859994ceA,COMP01049,,5_3 INCIDENCIA_POLINES_Images/859994ce.FOTO_1.140516.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/859994ce.FOTO_1.140516.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/859994ce.FOTO_1.140516.jpg,,LADO LIBRE,BAJO,,14.0,NORMAL,,,,,,,,,,,,,,,06/06/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
a139314eS,COMP01049,,5_3 INCIDENCIA_POLINES_Images/a139314e.FOTO_1.131235.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a139314e.FOTO_1.131235.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a139314e.FOTO_1.131235.jpg,,LADO LIBRE,BAJO,,13.0,NORMAL,,,,,,,,,,,,,,,10/06/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
a78f5145D,COMP01049,,5_3 INCIDENCIA_POLINES_Images/a78f5145.FOTO_1.131248.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a78f5145.FOTO_1.131248.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a78f5145.FOTO_1.131248.jpg,,LADO LIBRE,BAJO,,11.0,NORMAL,,,,,,,,,,,,,,,19/06/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
5c680648S,COMP01049,,5_3 INCIDENCIA_POLINES_Images/5c680648.FOTO_1.143951.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/5c680648.FOTO_1.143951.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/5c680648.FOTO_1.143951.jpg,,LADO LIBRE,BAJO,,13.0,NORMAL,,,,,,,,,,,,,,,25/06/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
74375604,COMP01049,,5_3 INCIDENCIA_POLINES_Images/74375604.FOTO_1.185415.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/74375604.FOTO_1.185415.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/74375604.FOTO_1.185415.jpg,,LADO LIBRE,BAJO,,21.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
39faf98c,COMP00952,,5_3 INCIDENCIA_POLINES_Images/39faf98c.FOTO_1.185442.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/39faf98c.FOTO_1.185442.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/39faf98c.FOTO_1.185442.jpg,,LADO LIBRE,BAJO,,18.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-911,POLÍN MOTRIZ,531-26-911 POLÍN MOTRIZ,R008,NORMAL,
1624682b,COMP00952,,5_3 INCIDENCIA_POLINES_Images/1624682b.FOTO_1.185651.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/1624682b.FOTO_1.185651.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/1624682b.FOTO_1.185651.jpg,,LADO ACCIONAMIENTO,BAJO,,12.0,NORMAL,,,,,,,,,,,,,,,04/07/2025,531-26-911,POLÍN MOTRIZ,531-26-911 POLÍN MOTRIZ,R008,NORMAL,
4b61ee7f,COMP00953,,5_3 INCIDENCIA_POLINES_Images/4b61ee7f.FOTO_1.185722.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/4b61ee7f.FOTO_1.185722.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/4b61ee7f.FOTO_1.185722.jpg,,LADO ACCIONAMIENTO,BAJO,,43.0,ENFRIAR,,,,,,,,,,,,,,,04/07/2025,531-26-911,REDUCTOR,531-26-911 REDUCTOR,R008,NORMAL,
9df5c36dA,COMP01049,,5_3 INCIDENCIA_POLINES_Images/9df5c36d.FOTO_1.143916.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/9df5c36d.FOTO_1.143916.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/9df5c36d.FOTO_1.143916.jpg,,LADO ACCIONAMIENTO,BAJO,,13.0,NORMAL,,,,,,,,,,,,,,,06/06/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
9629d6f9S,COMP01049,,5_3 INCIDENCIA_POLINES_Images/9629d6f9.FOTO_1.153817.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/9629d6f9.FOTO_1.153817.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/9629d6f9.FOTO_1.153817.jpg,,LADO ACCIONAMIENTO,BAJO,,18.0,NORMAL,,,,,,,,,,,,,,,10/06/2025,531-26-922,POLÍN COLA,531-26-922 POLÍN COLA,R008,NORMAL,
